Island,Date,Genus,Species,Species whole,Latitude,Longitude,Datum,Record type,Collector,Method,Comments,Description,Class,Order,Family,Institution,Expedition
Coronation ,26 May 2008,Miniopterus,schreibersii,Miniopterus schreibersii,-14.97444,124.91972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 26May08 X16.mp3  Call ID by: RB,"Coronation Island, Camp 1, line2, site 21. Pkc hillside; mixed rainforest trees/shrubs/cane grass; Mg seen",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Miniopterus,schreibersii,Miniopterus schreibersii,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Miniopterus,schreibersii,Miniopterus schreibersii,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Nyctophilus,walkeri,Nyctophilus walkeri,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,03 Jun 2008,Pipistrellus,westralis,Pipistrellus westralis,-15.02833,124.95194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is Sth End 3June08 x16.mp3    Call ID by: NMcK,"Coronation Island, Camp 2, site 18. Huge coastal Pkc boulders just behind mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Pipistrellus,westralis,Pipistrellus westralis,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Pipistrellus,westralis,Pipistrellus westralis,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,05 Feb 2009,Pipistrellus,westralis,Pipistrellus westralis,-14.97111,124.92000,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is site1 Nth Beach 5Feb09 X16.mp3  Call ID by: RB,"Coronation Island, site 22. At a creek entrance, on beach; not much veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Rhinonicteris,aurantia,Rhinonicteris aurantia,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Rhinonicteris,aurantia,Rhinonicteris aurantia,-14.96444,124.92389,WGS84,call ID,NMcK,,,"Coronation Island. Permanent open pool below fall in bare sanstone gully creek. Still, pleasant to warm, clear, moonless -- 2 Ms and 3 Vc netted",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,03 Jun 2008,Saccolaimus,flaviventris,Saccolaimus flaviventris,-15.02833,124.95194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is Sth End 3June08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 18. Huge coastal Pkc boulders just behind mangroves",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,26 May 2008,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.97444,124.91972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 26May08 X16.mp3  Call ID by: RB,"Coronation Island, Camp 1, line2, site 21. Pkc hillside; mixed rainforest trees/shrubs/cane grass; Mg seen",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Scotorepens,sanborni,Scotorepens sanborni,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,03 Jun 2008,Taphozous,georgianus,Taphozous georgianus,-15.02833,124.95194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is Sth End 3June08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 18. Huge coastal Pkc boulders just behind mangroves",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,02 Jun 2008,Taphozous,georgianus,Taphozous georgianus,-15.03000,124.95417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is south end 2June08 X16.mp3  Call ID by: RB,"Coronation Island, site 20. Pkc hillside; open woodland, vine thicket patches, areas of cane grass",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Taphozous,georgianus,Taphozous georgianus,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,05 Feb 2009,Taphozous,georgianus,Taphozous georgianus,-14.97111,124.92000,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is site1 Nth Beach 5Feb09 X16.mp3  Call ID by: RB,"Coronation Island, site 22. At a creek entrance, on beach; not much veg",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,03 Jun 2008,Vespadelus,caurinus,Vespadelus caurinus,-15.02833,124.95194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is Sth End 3June08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 18. Huge coastal Pkc boulders just behind mangroves",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,26 May 2008,Vespadelus,caurinus,Vespadelus caurinus,-14.97444,124.91972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 26May08 X16.mp3  Call ID by: RB,"Coronation Island, Camp 1, line2, site 21. Pkc hillside; mixed rainforest trees/shrubs/cane grass; Mg seen",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,31 May 2008,Vespadelus,caurinus,Vespadelus caurinus,-15.03083,124.94972,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 31May08 x16.mp3  Call ID by: NMcK,"Coronation Island, Camp 2, site 17. Small pool in rocky Pkc gully 50m behind mangroves, netted Mm Na Vc saw Pa",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,25 May 2008,Vespadelus,caurinus,Vespadelus caurinus,-14.96444,124.92389,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is 25May08 x16.mp3  Call ID by: NMcK,"Coronation Island, site 19. Permanent open pool in bare Pkl gully; netted Ms & Vc",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Coronation ,05 Feb 2009,Vespadelus,caurinus,Vespadelus caurinus,-14.97111,124.92000,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Coronation Is site1 Nth Beach 5Feb09 X16.mp3  Call ID by: RB,"Coronation Island, site 22. At a creek entrance, on beach; not much veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Glauert ,06 Feb 2009,Vespadelus,caurinus,Vespadelus caurinus,-15.05528,124.96722,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Glauert Is Ivy Cove 6Feb09 X16.wav  Call ID by: RB,"Glauert Island, site 28. Beside a creek entrance with a tall boab overhead & opposite a vine thicket",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,16 Feb 2010,Nyctophilus,walkeri,Nyctophilus walkeri,-16.22222,123.44861,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Hidden Is 16Feb10 x16.wav  Call ID by: RB&NMcK,"Hidden Island, site 31. Edge of a rock outcrop",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,05 Jun 2009,Taphozous,georgianus,Taphozous georgianus,-16.22139,123.44806,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Hidden Is 5June09 Team2 night2 Headland x16.mp3  Call ID by: NMcK,"Hidden Island, site 29. On Pkl hedland overlooking woolybut woodland; many caves and fissures",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,04 Jun 2009,Taphozous,georgianus,Taphozous georgianus,-16.22194,123.44833,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Hidden Is 5June09 Lgibson behind camp X16.mp3  Call ID by: RB,"Hidden Island, site 30. Behind camp on open Pkl above mangrove",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,16 Feb 2010,Taphozous,georgianus,Taphozous georgianus,-16.22222,123.44861,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Hidden Is 16Feb10 x16.wav  Call ID by: RB&NMcK,"Hidden Island, site 31. Edge of a rock outcrop",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,05 Jun 2009,Vespadelus,caurinus,Vespadelus caurinus,-16.22139,123.44806,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Hidden Is 5June09 Team2 night2 Headland x16.mp3  Call ID by: NMcK,"Hidden Island, site 29. On Pkl hedland overlooking woolybut woodland; many caves and fissures",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,04 Jun 2009,Vespadelus,caurinus,Vespadelus caurinus,-16.22194,123.44833,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Hidden Is 5June09 Lgibson behind camp X16.mp3  Call ID by: RB,"Hidden Island, site 30. Behind camp on open Pkl above mangrove",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Hidden ,16 Feb 2010,Vespadelus,caurinus,Vespadelus caurinus,-16.22222,123.44861,WGS84,call ID,NMcK teams,Anabat-LS10,Anabat-LS10 File name: Hidden Is 16Feb10 x16.wav  Call ID by: RB&NMcK,"Hidden Island, site 31. Edge of a rock outcrop",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Chaerephon,jobensis,Chaerephon jobensis,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,06 Jun 2008,Chaerephon,jobensis,Chaerephon jobensis,-15.25944,124.44417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 6June08 site2 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 26. Dry creek line in a savanna woodland in Pkw valley",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Chaerephon,jobensis,Chaerephon jobensis,-15.29083,124.40028,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 29May08 x16.mp3  Call ID by: NMcK,"Darcy (Jungulu) Island, site 24. Between Pkw boulder hills; low paperbarks over rushes backed by 2 creeks with vine thicket ",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,07 Feb 2009,Chaerephon,jobensis,Chaerephon jobensis,-15.25972,124.44361,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is site2 7June2008 x16.wav  Call ID by: NMcK,"Darcy (Jungulu) Island, site 23. Dry creekline in dense vine thicket at foot of Pkw slope",MAMMALIA,CHIROPTERA,MOLOSSIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,04 Feb 2009,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,-15.25972,124.44417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is site2 4Feb09 X16.wav  Call ID by: RB,"Darcy (Jungulu) Island, site 27. On flowing creek; tall dense veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Hipposideros,stenotis,Hipposideros stenotis,-15.29083,124.40028,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 29May08 x16.mp3  Call ID by: NMcK,"Darcy (Jungulu) Island, site 24. Between Pkw boulder hills; low paperbarks over rushes backed by 2 creeks with vine thicket ",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Miniopterus,schreibersii,Miniopterus schreibersii,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,04 Feb 2009,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,-15.25972,124.44417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is site2 4Feb09 X16.wav  Call ID by: RB,"Darcy (Jungulu) Island, site 27. On flowing creek; tall dense veg",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Rhinonicteris,aurantia,Rhinonicteris aurantia,-15.29083,124.40028,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 29May08 x16.mp3  Call ID by: NMcK,"Darcy (Jungulu) Island, site 24. Between Pkw boulder hills; low paperbarks over rushes backed by 2 creeks with vine thicket ",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Rhinonicteris,aurantia,Rhinonicteris aurantia,-15.29083,124.40028,WGS84,call ID,ANS,,,"Darcy Island. In camp area, small paperbark over rushes backed by 2 creeks with VT between sandstone boulder hills, warm, no wind",MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Saccolaimus,flaviventris,Saccolaimus flaviventris,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Saccolaimus,flaviventris,Saccolaimus flaviventris,-15.29083,124.40028,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 29May08 x16.mp3  Call ID by: NMcK,"Darcy (Jungulu) Island, site 24. Between Pkw boulder hills; low paperbarks over rushes backed by 2 creeks with vine thicket ",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Scotorepens,greyi,Scotorepens greyi,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Taphozous,georgianus,Taphozous georgianus,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,06 Jun 2008,Taphozous,georgianus,Taphozous georgianus,-15.25944,124.44417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 6June08 site2 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 26. Dry creek line in a savanna woodland in Pkw valley",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Taphozous,georgianus,Taphozous georgianus,-15.29083,124.40028,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 29May08 x16.mp3  Call ID by: NMcK,"Darcy (Jungulu) Island, site 24. Between Pkw boulder hills; low paperbarks over rushes backed by 2 creeks with vine thicket ",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,04 Feb 2009,Taphozous,georgianus,Taphozous georgianus,-15.25972,124.44417,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is site2 4Feb09 X16.wav  Call ID by: RB,"Darcy (Jungulu) Island, site 27. On flowing creek; tall dense veg",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,07 Jun 2009,Taphozous,georgianus,Taphozous georgianus,-15.25972,124.44361,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is site2 7June2008 x16.wav  Call ID by: NMcK,"Darcy (Jungulu) Island, site 23. Dry creekline in dense vine thicket at foot of Pkw slope",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,01 Jun 2008,Vespadelus,caurinus,Vespadelus caurinus,-15.29056,124.40056,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 1June08 X16.mp3  Call ID by: RB,"Darcy (Jungulu) Island, site 25. Paperbark woodland over some rushes; beside a net ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,29 May 2008,Vespadelus,caurinus,Vespadelus caurinus,-15.29083,124.40028,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is 29May08 x16.mp3  Call ID by: NMcK,"Darcy (Jungulu) Island, site 24. Between Pkw boulder hills; low paperbarks over rushes backed by 2 creeks with vine thicket ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Jungulu ,07 Jun 2009,Vespadelus,caurinus,Vespadelus caurinus,-15.25972,124.44361,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Darcy Is site2 7June2008 x16.wav  Call ID by: NMcK,"Darcy (Jungulu) Island, site 23. Dry creekline in dense vine thicket at foot of Pkw slope",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,30 Jul 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-14.44917,125.51861,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 30Jul07 x16.mp3  Call ID by: NMcK,"Katers Island, site 32. Seep (no pool) under Pkl wall at end of beach, 1.2 km from mangrove",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,31 Jul 2007,Miniopterus,schreibersii,Miniopterus schreibersii,-14.44889,125.51806,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 31July07 X16.mp3  Call ID by: RB,"Katers Island, site 33. In camp on edge of a rocky hill elements; no fresh water about ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,30 Jul 2007,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.44917,125.51861,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 30Jul07 x16.mp3  Call ID by: NMcK,"Katers Island, site 32. Seep (no pool) under Pkl wall at end of beach, 1.2 km from mangrove",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,31 Jul 2007,Saccolaimus,flaviventris,Saccolaimus flaviventris,-14.44889,125.51806,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 31July07 X16.mp3  Call ID by: RB,"Katers Island, site 33. In camp on edge of a rocky hill elements; no fresh water about ",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,30 Jul 2007,Taphozous,georgianus,Taphozous georgianus,-14.44917,125.51861,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 30Jul07 x16.mp3  Call ID by: NMcK,"Katers Island, site 32. Seep (no pool) under Pkl wall at end of beach, 1.2 km from mangrove",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,31 Jul 2007,Taphozous,georgianus,Taphozous georgianus,-14.44889,125.51806,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 31July07 X16.mp3  Call ID by: RB,"Katers Island, site 33. In camp on edge of a rocky hill elements; no fresh water about ",MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,30 Jul 2007,Vespadelus,caurinus,Vespadelus caurinus,-14.44917,125.51861,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 30Jul07 x16.mp3  Call ID by: NMcK,"Katers Island, site 32. Seep (no pool) under Pkl wall at end of beach, 1.2 km from mangrove",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Katers ,31 Jul 2007,Vespadelus,caurinus,Vespadelus caurinus,-14.44889,125.51806,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Katers Is 31July07 X16.mp3  Call ID by: RB,"Katers Island, site 33. In camp on edge of a rocky hill elements; no fresh water about ",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,01 Jun 2009,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,-16.09028,124.09194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Kingfisher Is1June09 still warm X16 513 minutes desilenced.wav  Call ID by: NMcK,"Kingfisher Island, site 34. At camp on edge of couch-grassland and valley woodland below Pkpy scree slopes",MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
Kingfisher ,01 Jun 2009,Macroderma,gigas,Macroderma gigas,-16.09028,124.09194,WGS84,call ID,NMcK teams,Anabat-minidisc,Anabat-minidisc File name: Kingfisher Is1June09 still warm X16 513 minutes desilenced.wav  Call ID by: NMcK,"Kingfisher Island, site 34. At camp on edge of couch-grassland and valley woodland below Pkpy scree slopes",MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Department of Parks and Wildlife,Kimberley Island Biodiversity Survey
